,詞頻
牛五花肉片,1
可站穩的紅黃甜椒,1
自製純芝麻醬,1
油（爆香用，生酮者可加更多）,1
小型或中型檸檬,1
美國杏仁 腰果,1
99%黑巧克力,1
球型蘿蔓,1
百里香檸檬海鹽,1
黑白糊椒.,1
有機西洋芹菜,1
沙拉、美乃滋(可加可不加),1
蠔油(或油膏)、,1
香菜莖、黑胡椒,1
甜酒釀,1
敲碎的堅果,1
鄉村土雞（去骨雞腿）,1
美國有機-富士蘋果袋,1
椒鹽綜合堅果,1
亞麻籽油或橄欖油,1
果然優蜜棗乾,1
Bragg有機蘋果醋,1
有機紅蔗糖,1
研磨黑胡粒,1
日曬海鹽,1
茂谷(或橘子),1
檸檸(取汁),1
糖水橘子片,1
100% 天然純釀葡萄醋,1
蝦醬（依口味調整）,1
小蕃茄黃紅,1
舞菇(或自己喜歡的菇類),1
綜合香料(無則免),1
蘆筍（燙熟）,1
白洋蔥,1
和風沙拉醬（壽喜燒醬亦可）,1
鹽檸檬,1
九層塔碎末,1
奧勒剛,1
綠、白花椰菜,1
千層麵,1
花枝（小）,1
佛塔花椰菜,1
聖女番茄(切片),1
自製全素起司,1
永新無蛋沙拉醬,1
荳蔻粉(可省略),1
芒果香醋(或白酒醋),1
蛋(可略),1
美乃滋(沙拉醬亦可),1
番茄（大or小）,1
已煮熟黎麥,1
烤雞雞胸肉,1
a橄欖油,1
b楓糖漿,1
c糯米醋,1
半熟水波蛋,1
法式奶油醬汁,1
蒸地瓜（小）,1
牛肉(雞胸肉也可以）,1
雞胸肉（半片）,1
紅蘿蔔小的,1
美生菜(或蘿蔓),1
鮑魚,1
李錦記酸梅醬,1
小酸柑,1
小紅辣椒,1
生菜捲,1
一日野菜,1
o&co 芒果&白葡萄香醋,1
彩色花椰菜,1
黃紅甜椒,1
白綠花椰菜,1
大馬鈴薯,1
生菜（洛卡蘿拉）,1
大蒜沙拉醬,1
日式柚子醬,1
雞肉條,1
大蒜洋蔥咖哩粉,1
高湯醬包,1
蒔蘿的碎末,1
沙拉醬汁-檸檬汁,1
沙拉醬汁-鹽,1
沙拉醬汁-胡椒,1
沙拉醬汁-橄欖油,1
香菜(點綴用),1
薑汁,1
花生（粒）粉,1
紫米,1
蒜頭粉（或1瓣蒜泥）,1
鹹蛋（切塊）,1
四季豆（切段燙熟）,1
甜椒（切片）,1
小黃瓜（切條切片皆可）,1
香菜（切段）,1
黑橄欖（切片）,1
梅子醋（或喜歡的果醋）,1
美國櫻桃,1
九層塔切碎末,1
覆盆子沙拉醬,1
明日葉片,1
烤吐司丁,1
棒球大的莫札瑞拉水牛起司,1
市售紅蔥酥,1
薄醬油,1
巴西里葉切碎,1
皮蛋（切塊）,1
薄鹽清醬油,1
油條,1
粉紅葡萄柚,1
鱈魚肝罐頭,1
冷凍梅花火鍋肉片,1
自己喜歡的沙拉醬,1
核桃乾,1
南瓜、玉米筍、黃瓜,1
有機蘋果醋,1
維也納香腸,1
涮涮鍋用牛肉,1
火鍋薄牛肉片(不吃牛可改豬),1
日本素麵,1
即食玉米粒,1
Baby Leaf (已清洗）,1
巴薩米克醋Balsamic,1
黃芥末醬 Dijon,1
秋葵中長條,1
蛤蜊(中),1
烤培根片,1
小蕃茄對半,1
烤吐司麵包丁,1
剁椒醬,1
4.糖,1
5.檸檬汁,1
美國褐皮馬鈴薯,1
牛奶厚片土司,1
鹽(隨個人喜好增減),1
水煮蛋(全熟),1
三溫糖(細砂糖),1
水煮蛋（全熟）,1
金滑菇,1
蜂蜜芥末籽醬,1
鮮蝦去殼,1
總統牌無鹽奶油,1
紅薑黃粉(薑小瓶),1
醋(高粱酒醋佳),1
蒜泥(不喜蒜可略),1
豆芽菜（銀芽）,1
3.味霖,1
2.日式醬油,1
1.昆布高湯,1
4.柴魚片,1
莫札瑞拉起士,1
法式芥末醬,1
法式芥末籽醬,1
桂冠蜂蜜芥末,1
水（看自己想要的濃稠度）,1
澳洲冷藏和牛燒肉片,1
小蕃茄切對半,1
起士塊,1
義大利陳年酒醋膏,1
磨碎黑胡椒粒,1
乾羅勒葉,1
小根紅蘿蔔,1
1.鱈魚肝罐頭,1
2.洋蔥,1
3.綠蔥,1
小紅蔥頭,1
紫洋蔥（或洋蔥）,1
羽衣甘藍（小黃瓜也可）,1
玉美即食高麗菜絲,1
台畜-瑞典小肉丸,1
台畜職人手造帶皮火腿,1
台畜-法國雞蛋麵(領結麵型),1
Mozzarella迷你起司球,1
Mozzarella起司片,1
雞胸肉/里肌肉,1
泰式酸辣調理醬,1
玉美溫室履歷小黃瓜,1
杏仁片/堅果(炒香),1
玉美溫室履歷玉女小番茄,1
玉美溫室土耕Baby芝麻葉,1
帕瑪火腿(生火腿),1
Mozzarella乳酪,1
鹽之花（法國給宏德海鹽）,1
紅皮小顆馬鈴薯,1
橄欖油/葡萄籽油,1
水牛莫茲瑞拉起司,1
黑芥末籽,1
鹹橄欖（可省略）,1
泰式酸辣醬（甜雞醬）,1
洋香菜(九層塔),1
乾奧樂岡粉,1
雞胸肉(切大塊),1
原味無糖玉米片,1
小黃瓜(刨片),1
球狀莫左瑞拉起司,1
蔥綠(切絲),1
桿麵棍,1
Meat Masala,1
紅包生菜,1
平底鍋,1
不鏽鋼混合盆,1
菜刀,1
砧板,1
煮到濃縮一半的味醂,1
里雞肉/雞肉條,1
香芹粉,1
南瓜(直徑15cm),1
嫩菠菜BABY SPINACH,1
櫻花蝦油,1
沙拉醬,1
有機黑豆芽,1
豬腩肉,1
青蔥(切幼絲),1
乾蔥茸,1
韓國糖漿,1
乾辣椒碎(可省略),1
油浸檻欖,1
小紅蘿蔔 RADISH,1
煙三文魚或者風乾牛肉,1
糙米堅果脆片,1
菇類、甜椒、毛豆仁,1
美乃滋與番茄醬,1
樂事洋芋片,1
櫛瓜 (用綠的或黃的都可以),1
紫色山藥,1
美乃之,1
芹菜（切小塊）,1
橙醬,1
穀盛酸甜醬,1
核桃(烤過的),1
菲達起司 Feta,1
原塊切片里肌火腿,1
紅包心生菜,1
包壽司海苔,1
泰國醬油,1
鮪魚罐頭（油）,1
海鹽(也可不加),1
超商生菜沙拉,1
透抽（中型）,1
生菜或芽菜,1
菜脯碎,1
堅果磨碎,1
彌陀漁會虱目魚肚,1
陳稼莊鳳梨醋,1
辣椒粉(七味粉),1
鯷魚醬/黑豆醬油,1
蒜粉(可省略),1
植物優格-鮮美橘瓣,1
鮪魚沙拉,1
法式香草,1
手工黃金芝麻醬,1
竹莢魚,1
小黃瓜或櫛瓜,1
美奶滋醬,1
冰花,1
甜菜根(costco已醃好的),1
葡萄酒醋醬,1
松子或堅果,1
蜂蜜（砂糖或楓糖）,1
橘子汁（可加或不加）,1
sour cream（如果有）,1
濃優格,1
大蒜瓣,1
健康廚房-經典凱薩醬,1
軟式法國麵包,1
捲生菜,1
高梁酒,1
綜合生菜約,1
胡椒粉（或粒）,1
大紅紅龍果果醬,1
葡萄醋(或紅酒醋),1
蘋果丁(或其他水果),1
墨西哥薄餅,1
綠胡椒沙拉米,1
番紅花,1
義大利香菜,1
辣椒粉（或七味粉）,1
煮熟的蝦仁,1
芹菜頭,1
碎芹菜葉,1
原味濃優格,1
黑橄欖切半,1
糖水橘子瓣,1
澎湖章魚,1
克菲爾優格菌,1
酪梨(可省略),1
白蝦仁,1
塔塔醬,1
廣島牡蠣,1
帶皮火腿切片,1
整支帶骨燻烤前腿切片,1
黑豬肉貢丸,1
Delouis法國芥末籽醬,1
北海道玉米可樂餅,1
紅蔥,1
品高玓玓優格沙拉醬,1
mozzarella起司丁,1
綜合通心粉,1
雞柳肉或雞胸肉,1
黑和青橄欖（罐頭）,1
雞肉煮汁,1
義式披薩辣醬,1
生菜/萵苣/蘿蔓,1
玉美蕃茄,1
華師父剝皮辣椒水絞,1
泡菜小辣椒,1
任一新鮮或乾燥香草,1
麥米片,1
蠶豆酥 或者 ,1
綠橡蔬菜,1
煎熟的雞胸肉，切小塊,1
蘋果，切小塊,1
小黃瓜（大）,1
黃油,1
蘿蔔櫻,1
Baby Leaf （已清洗）,1
柿子 （去皮淨重）,1
蘋果 （淨重）,1
紅肉柳丁,1
水菜(或是其他生菜),1
胡瓜，削成薄片,1
酸奶油或是原味無糖優格,1
梅果醋,1
狗用牛奶,1
辣椒海鹽,1
軟質乳酪,1
黃檸檬(切1/4薄圓片),1
當季愛文芒果,1
有機藍蝦,1
麻糬,1
豆皮壽司,1
扁豆罐頭,1
煮熟的小顆甜菜根,1
青醬罐頭,1
熱帶芒果和白葡萄香醋,1
綠巨人雙色玉米罐頭,1
珊瑚菇,1
萵苣美生菜,1
滷肉,1
圓管義大利麵,1
(新東陽)培根,1
奶油/橄欖油,1
洋蔥(順紋切絲),1
綜合無調味堅果1包,1
天使紅蝦,1
法式美奶滋,1
包生菜(萵苣或羅蔓),1
烹調油,1
豬絞肉(胛心肉或後腿臀肉較瘦),1
椰糖(可用砂糖取代),1
紅洋蔥(較不嗆),1
檸檬(綠),1
水煮蛋 œuf dur,1
酪梨或鮪魚,1
卡宴辣椒粉或匈牙利紅椒粉,1
裝飾用綠香草及紅椒粉,1
任何舊麵包,1
橄欖油／香蒜奶油,1
義大利香草,1
牛小排肉片,1
初榨酪梨油,1
乾燥時蘿或義式香料,1
希臘優格醬,1
帶殼白蝦,1
綠蘿蔓萵苣,1
馬鈴薯potato,1
3.小黃瓜,1
4.玉米筍,1
5.桂冠沙拉,1
生菜或小黃瓜片,1
生蛋黃 1 個,1
法式芥末醬(有籽),1
煮熟白蛋,1
羅勒basil,1
罐頭礦泉水浸吞拿魚,1
櫻桃茄cherrytomato,1
罐頭豆chick peas,1
紅腰豆罐頭,1
紫洋蔥 去皮切末,1
鴨蛋 (duck eggs),1
甜菜根 beetroot,1
胡蘿蔔 (carrot),1
2.紅蘿蔔,1
1.地瓜,1
檸檬汁：,1
蘋果：,1
薄荷葉、黑胡椒和鹽,1
綜和義大利香料,1
紫山藥,1
蒸過馬鈴薯,1
小紅莓乾,1
番茄：,1
秋葵：,1
洋蔥：,1
水菜：,1
柴魚：,1
豬頸肉：,1
淡醬油：,1
米醋：,1
味醂：,1
蜂蜜：,1
2s生食級干貝,1
水煮蛋，鮪魚罐頭,1
肉魚,1
蒜頭碎末,1
鹽1甜平匙,1
酵母粉1甜平匙,1
室溫奶油1T,1
黃芥末籽醬,1
液態蜂蜜,1
紅蔥頭碎,1
紅辣椒碎末,1
沙拉生菜,1
生菜-紅捲,1
綜合小蕃茄,1
肉（好吃宅配網買的以醃製好）,1
萵苣（不限）,1
鹽（可+可不+）,1
麵包塊,1
海苔大片的,1
白飯（可加可不加）,1
細白糖1T,1
生菜-蘿蔓,1
玫瑰鹽，黑胡椒粒,1
優格（含糖）,1
(紅酒)葡萄乾,1
美生菜(萵苣),1
歐式生菜 100g,1
焦糖核桃,1
有機紅藜麥,1
有機蘿蔓,1
有機茼蒿,1
烤(蒸)地瓜,1
紅黃甜椒切片,1
糖炒栗子,1
南瓜(去皮去籽),1
核桃(壓碎),1
優格(可略),1
愛之味黃金萬穗玉米粒,1
綜合蕃茄,1
杏鮑菇切片畫花刀,1
桂冠沙拉(小）,1
玉米罐（可加可不加）,1
三島香鬆,1
芝麻醬（全聯買）,1
義大利直麵,1
tabasco辣椒醬,1
薩巴米克酒醋,1
龍舌蘭糖漿(蜂蜜),1
牛奶(可不加）,1
里雞肉,1
杏仁核,1
洋蔥，圓切,1
油漬鮪魚罐頭(70g),1
青椒，切絲,1
蕃茄，切薄片,1
新鮮檸檬汁，或果醋/酒醋,1
虱目魚,1
蔬果馬鈴薯蛋沙拉,1
蘿蔓生菜，小黃瓜,1
檸檬汁，藍莓，酪梨,1
桔醬,1
長豇豆,1
(洋蔥),1
沙拉醬(一般),1
三色螺旋麵,1
火腿丁/鮭魚塊,1
水果丁（ex蘋果）,1
烤雞,1
綠菜生菜,1
紫包菜,1
海鹽+黑胡椒,1
生菜沙拉(隨個人喜好),1
蜆湯,1
蜆肉,1
法棍(非必要),1
未調味綜合堅果(非必要),1
沙拉醬(小),1
黑胡椒醬,1
水牛芝士,1
洋芋 (potato),1
美奶滋 mayonnaise,1
飛魚子醬,1
黑胡椒. 鹽,1
乳脂cream cheese,1
蕃茄（小型）,1
巴西利香料/義大利綜合香料,1
活性乾酵母,1
自家製明太子沙拉,1
香菇貢丸,1
綠竹筍塊,1
小蘿蔔,1
黃芥辣醬,1
茴香球莖,1
醃李子（酸豆1小匙）,1
乳酪花圈堡,1
蔓越莓乳酪抹醬,1
小黃瓜蛋沙拉,1
椰子油（或任何喜歡的植物油）,1
可頌,1
草橄欖仔油,1
番芫荽,1
彩色蕃茄,1
有機紅莧,1
白芝麻/黑芝麻,1
永新芥末沙拉醬,1
麵粉/杏仁粉,1
有機小松菜,1
有機芝麻葉,1
有機芥菜,1
有機京水葉,1
義大利白松露風味橄欖油,1
水菜頭，切薄片,1
柳橙/牛奶,1
玉米穀,1
黃金玉米,1
亞麻子油(或橄欖油),1
德國煙腸，切小塊,1
瓜仔哖，切片,1
紅蔥頭，切幼粒仔,1
透抽或是花枝,1
貝殼麵或貓耳朵,1
小黃瓜（切丁）,1
黃椒條,1
市售黑胡椒醬,1
市售辣起司醬,1
澳洲沙朗牛排,1
番茄切片,1
義大利香料（增添香氣）,1
紅蘿蔔棒,1
紅椒條,1
布里歐麵包（牛角麵包）,1
小番茄（切對半）,1
元氣一番蜂蜜芥末醬,1
咖哩女王濃味洋蔥,1
麵份,1
生鮮魚卵,1
胡麻沙拉醬,1
煮熟紅藜,1
香菜(連根),1
蒜味奶油或無鹽奶油,1
中形蕃茄,1
有機甜青椒,1
牛里肌,1
醃橄欖（切末）,1
新鮮羅勒（切末）,1
蝦夷蔥（切末）,1
煮麵的蒜頭,1
美乃滋（也可優格沙拉醬）,1
奧勒岡(oregano),1
九層塔(garnish),1
歐式生菜（手掌抓1把的量）,1
貝比生菜（手掌抓1把的量）,1
鳳梨 （1顆約手掌大小）,1
切達乳酪,1
巴西利香料,1
鹽漬檸檬汁,1
麥芽醋或生果醋,1
香草 parsley,1
黑椒粒,1
雞腿/雞胸,1
黑椒碎black pepper,1
桂冠沙拉：芥末,1
南方澳-野生小卷,1
有機萵苣蘿蔓,1
數種堅果,1
萵苣蘿蔓,1
有機京都水菜,1
夭壽甜玉女小番茄,1
無膨發白蝦仁,1
咖哩粉或薑黃粉,1
火腿（切塊）,1
火龍果花,1
蝦片,1
苜蓿芽/果乾/金桔醬,1
水者蛋,1
巧克力牛奶,1
牛肝菌菇,1
削皮小黃瓜,1
沙拉醬(桂冠),1
RITZ餅乾,1
檸檬水,1
薑黃粉(祛寒),1
瀚頂淳鮮海鱸魚無骨魚腹排,1
烏香芒果,1
青蔥碎,1
番茄去皮去籽,1
美國藍帶霜降牛排,1
毛豆(燙熟),1
玉米粒(燙熟),1
香菇(燙熟),1
花椰菜(燙熟),1
水果小黃瓜,1
椰子花蜜,1
有機小松菜(汆燙),1
檸檬片(去籽),1
大豆胜肽,1
黑胡椒粒(祛寒),1
清醬油,1
煙薰乳酪（切塊）,1
羅勒葉basil,1
黑醋balsamic,1
costco烤雞,1
小磨坊普羅旺斯香草,1
義大利香芹，切細末,1
紅椒red capsicum,1
黃椒ylw capsicum,1
茄子aubergine,1
翠玉瓜zucchini,1
橄欖油e. olive oil,1
紅彩椒（切絲）,1
百里香thyme,1
黑椒粉black pepper,1
糖sugar,1
黑楜椒粉（或黑楜椒）,1
柴魚片/三島香鬆 (可省略),1
大肉茄tomato,1
水牛芝士mozzarella,1
新鮮水果丁,1
沙拉醬（小）,1
蝦仁（大）,1
芭藥,1
蘆筍（切段）,1
青木瓜（中小型）,1
綠（黃）豆芽,1
薄荷（可省略）,1
羅美生菜(也可用其他生菜代替),1
堅果(可加可不加),1
米酒、鹽,1
品高麻辣汁,1
品高黑胡椒鹽,1
生鮮白木耳,1
愛文芒果切丁,1
廣達香橙汁水果沙拉醬,1
廣達香義大利油醋醬,1
萄萄切半,1
紅寶石蘿蔓,1
水煮蛋(熟),1
紅色食用色素,1
藍色食用色素,1
大蒜（切碎）,1
芝麻(炒過),1
花生醬(台製),1
市售優格醬,1
食材,1
水牛奶酪,1
調料,1
檸檬（擠汁）,1
(有糖)豆漿,1
綠藤生機綜合寶貝沙拉菜,1
任何植物油,1
洋蔥（沙拉醬）,1
蘋果醋,1
芥末粒沙拉醬,1
有機蕎麥苗或任何芽菜,1
寶貝沙拉菜或其他生菜,1
無籽綠葡萄,1
綠藤生機蕎麥苗,1
中國A菜,1
川露醬汁,1
萊姆汁(可用檸檬汁代替),1
冷水煮蛋(切碎),1
馬鈴薯塊,1
鯛魚（生食用）,1
帆立貝柱（生食用）,1
蘘荷,1
香菜（或是羅勒）,1
青辣椒(或用少許辣椒粉代替）,1
大蒜（磨泥）,1
帶皮去骨雞胸肉,1
橄欖油（最後完成時用）,1
寡糖/砂糖(可省略),1
洋香菜葉/巴西利,1
永新沙拉抹醬/美式沙拉醬,1
是拉差醬 sriracha,1
地瓜泥(蒸好的),1
7-11 一日野菜,1
生腰果或任何堅果,1
有機免煮麥片或玉米片,1
寬口玻璃罐（480ml),1
洋蔥丁(依照喜好增減),1
肉桂奶油南瓜煮,1
蜂蜜（砂糖可）,1
中小型馬鈴薯,1
庫絲庫絲(粗麥粒),1
柳橙去皮切片,1
橄欖油適量,1
小番茄(依照喜好增減),1
芫荽(香菜)切末,1
國產馬鈴薯,1
煮熟鷹嘴豆(可用水煮罐頭),1
芫荽籽粉,1
雞胗,1
法式油醋醬,1
喜好的葉菜類,1
白細砂糖,1
各種生菜,1
芹菜切半,1
小番茄切對半,1
巴西利(可省略),1
日正雞蛋糕粉,1
焗烤起司美乃滋,1
麵粉(過篩),1
發粉,1
荳蔻粉(若無可省略),1
椰子片/玉米片,1
時蘿Dill,1
烏斯特黑醋,1
白酒/米酒,1
美滋醬,1
玉米粉(或 太白粉),1
酸黃瓜(切碎末),1
荷蘭芹(切細末),1
水煮蛋(切碎末),1
巴拉,1
永新沙拉醬,1
去籽話梅,1
新鮮青紫蘇,1
黑色食用色素,1
黑巧克力磚(切碎),1
小農鮮乳,1
芹菜(切碎),1
熟雞蛋(切碎),1
熟培根(切碎),1
去皮去骨雞胸肉,1
萬能醋（或醋＋糖＋鹽巴＋水）,1
胭脂蝦,1
細二砂糖/棉糖,1
蕎麵柴魚沾醬,1
多力多滋(壓碎片),1
匈牙利紅椒粉(小磨坊),1
水煮雞胸肉/多力多滋(壓碎),1
小黃瓜 1條,1
蘋果 （去核）,1
現磨山葵泥,1
蕎麥苗(綠藤生機),1
馬鈴薯 / 日本馬鈴薯,1
貝爾佩斯乾酪,1
紫甘籃,1
雞胸肉(撕成條狀),1
麻醬,1
"紅蘿蔔絲,小黃瓜絲",1
"杏苞菇絲,玉米筍",1
日本recolte格子三明治機,1
米型麵,1
小黃瓜(切片),1
小番茄(切半),1
萵苣(切絲),1
鮮薄荷葉,1
果乾及核果,1
水煮蛋 (切片),1
油漬番茄(可省略),1
干邑白蘭地,1
研磨彩椒,1
墨西哥紅辣椒粉,1
小紅皮白蘿蔔,1
冷壓鮮萃苦茶油,1
貝果Bagel,1
永新美式沙拉醬/無蛋沙拉醬,1
紅蘿蔓生菜,1
自發麵粉(見步驟),1
沙拉約50.胡椒粉.起司粉.鹽,1
蘿蔓心葉,1
沙律嫩葉,1
熟成的酪梨,1
熟成酪梨,1
馬鈴薯(小型),1
多糖醋,1
無鹽奶油(放室溫軟化),1
有機綜合寶貝沙拉葉,1
小番茄 對半切,1
克羅多 有機初榨冷壓亞麻仁油,1
酪梨肉,1
酪梨皮,1
白苦瓜,1
暮宿芽,1
牛奶/鮮奶油,1
香蒜粒/蒜粉,1
炒熟白芝麻(可省略),1
蒸好的南瓜,1
乾燥蘿勒,1
蜂蜜(選擇),1
辣椒(選擇),1
土司片,1
腰果/堅果,1
洋蔥(切末),1
檸檬皮(切碎),1
紫皮洋蔥,1
馬鈴薯(大顆),1
中筋麵粉/蛋糕粉,1
抹茶粉/綠茶粉,1
甜豆莢,1
玉米粒(可省略),1
蘆筍花,1
烤雞雞絲,1
乾果、堅果,1
好醇粹營養均衡元氣飲,1
有機小蕃茄切開,1
當季水果切塊(冬椪柑夏芒果),1
芫荽籽,1
檸檬皮刨成絲,1
新鮮香草切碎,1
玉美Baby Leaf貝比生菜,1
果木小薰煙燻雞腿,1
牧大盤古蛋,1
蒜頭(瓣),1
芹菜切丁,1
匈牙利白甜椒,1
嫩菠菜或羅曼萵苣（切小段）,1
胡瓜或小黃瓜切細小碎塊,1
薄荷葉切碎,1
乾吐司邊,1
凱薩沙拉沙拉醬,1
元氣一番沙拉醬,1
mayonnaise美乃茲,1
蒜頭切片,1
綠長豆,1
羅曼葉撕碎,1
椰子糖,1
任何口味的美乃滋,1
水煮鮪魚罐頭 70g,1
洋蔥(中),1
屏東小番茄,1
"鹽巴,黑胡椒粉",1
糖和橄欖油,1
蝦醬,1
硬花生,1
Balsamic醬,1
ABC甜醬油,1
波菜葉撕成小片,1
腰果或杏仁果,1
莫薩里拉芝士球,1
牛油果(切丁),1
車厘茄(切半),1
西生菜(切細),1
綜和葡萄果乾,1
大亨堡,1
墨西哥辣醬,1
小型白色花椰菜切小,1
[工具] 小蓋子,1
[工具] 烘焙紙,1
甜椒（紅和黃）,1
托鞋麵包（或其他類型麵包即可）,1
生食甜玉米,1
新鮮香草、沙拉葉,1
生菜葉片,1
櫻桃蘿蔔切薄片,1
淡菜或蛤蠣,1
榛果或其他堅果,1
任一種喜愛的沙拉葉,1
茴香fennel或芹菜,1
白酒醋或蘋果醋或雪利醋,1
新鮮且成熟無花果,1
羊乳酪 (可省略),1
巴撒米克醋,1
[工具] 小碗,1
[餡料] 雞蛋,1
[餡料] 黑芝麻,1
[餡料] 沙拉醬,1
鱸魚或鯛魚,1
蒜味起司,1
橄欖油或玄米油,1
義大利香料（可加可不加）,1
蒜頭細碎,1
[材料] 高筋麵粉,1
[材料] 糖,1
[材料] 蛋,1
[材料] 水+湯種,1
[材料] 橄欖油,1
[材料] 速發酵母,1
[材料] 幼鹽,1
[餡料] 朱古力醬,1
[餡料] 杏仁碎,1
[餡料] 肉鬆,1
碎花生（去皮）,1
蝦（川燙後）,1
雞胸（ 點雞粉醃製）,1
火腿切碎,1
香澄,1
白酒醋或水果醋,1
水煮的罐頭鮪魚片,1
馬鈴薯丁(蒸熟),1
冷凍三色豆,1
熟蟹肉棒絲成絲,1
番茄切碎,1
蔥切碎,1
自己喜歡的水果,1
地瓜切丁,1
無糖綠茶,1
米粒紅蘿蔔{冷凍蔬菜},1
胡蘿蔔（大）,1
火鍋豬里肌肉片,1
梅子和風沙拉醬,1
魷魚冰卷 225g,1
新鮮橄欖,1
"透或,軟絲或小管",1
7-ELEVEN11無調味三果,1
7-ELEVEN和風海藻沙拉,1
意大利麵包切片,1
芝麻   碎核桃,1
白或黑葡萄乾,1
一日野餐農夫十蔬,1
藍莓三明治,1
焗烤鮪魚三明治,1
草莓（中型）,1
青花苗/紫高麗菜苗,1
全聯紐西蘭蘋果,1
全聯豬里肌,1
全聯有機豌豆嬰,1
全聯檸檬,1
全聯紐西蘭蘋果(泥),1
洋蔥末/蒜末/醬油/橄欖油,1
全聯檸檬(汁),1
小罐鮪魚罐頭,1
香椰奶,1
高麗菜（4人份）薄葉,1
嫩葉或苜蓿芽,1
中型洋蔥,1
青蔥粒,1
沙拉油（或橄欖油）,1
桂冠沙拉20元的,1
小黃瓜、胡蘿蔔、小蕃茄、蘋果,1
無料味堅果,1
甜菜根(罐頭) (可有可無),1
Costco墨西哥香料粉,1
炸粉,1
Costco義大利香料粉,1
Costco義大利油醋醬,1
Costco香蒜麵包丁,1
起士cheese,1
橘子or香橙,1
此份量按照比例分配,1
醋 糖先煮開放涼,1
紅椒麻辣黑菇醬,1
苦菊,1
粗鹽、鹽、黑胡椒,1
帕米吉安諾起司（帕瑪森起司）,1
鹽巴或胡椒鹽,1
奶油洋芋,1
甜椒/小番茄,1
萵苣/芽菜,1
小條沙拉,1
鮪魚罐頭(小罐),1
(日式)美乃滋,1
黑胡椒粉（可不加）,1
檸檬香蒜迷迭香調味粉,1
全麥鬆餅粉,1
水果啤酒,1
雀巢玉米脆片,1
披薩起司,1
美生菜（結球萵苣）,1
西洋菜（豆瓣菜）,1
麻醬烏龍涼麵,1
鳳梨嫩雞沙拉食材,1
水麥芽,1
泰國柚子,1
壽司海苔剪絲,1
蒜粉/洋蔥粉(可省略),1
辣椒粉(可省略),1
拜拜的雞取雞胸部位,1
甜椒-黃、紅,1
無刺鯖魚(半片),1
雞蛋（小）,1
乾䓤頭,1
赤砂糖/二砂,1
原味烤腰果,1
西班牙山火腿,1
洋香瓜,1
馬零薯,1
螺絲粉,1
美乃滋 沙拉,1
蛤蠣肉,1
永新烘焙沙拉醬(業務用),1
椰子粉/堅果/葡萄乾,1
生食用鮭魚,1
洋蔥/紅甜椒,1
蜂蜜玉米脆片,1
小饞無糖優格,1
自製南瓜濃湯吐司,1
永新早餐抹醬/美式沙拉醬,1
熱狗堡,1
平葉巴西里,1
黃番薯,1
廣達香凱撒沙拉醬,1
新鮮鳳梨,1
蒸熟去皮馬鈴薯3顆,1
廣達香蜂蜜芥末醬,1
全聯歐式高冷蔬菜,1
蒸熟的三色藜麥,1
西班牙Gallo星星麵,1
deSIAM泰式黃咖哩調理醬包,1
月桂蜜,1
蔥(燙海鮮用),1
薑片(燙海鮮用),1
懶人如我就去買7-11蔬菜盤,1
蜂蜜柚子醬,1
日式醬油露,1
柑橘醋,1
巴馬火腿(prama ham),1
自製墨西哥酪梨沙拉醬,1
日本蛋黃醬,1
起酥片,1
帶骨雞腿排,1
鹽，胡椒,1
羅美生菜or任何生菜,1
照燒雞腿排,1
雜糧麵包,1
腰果妹,1
西洋梨,1
紅蘿蔔 Carrots,1
小黃瓜 cucumber,1
火腿肉,1
(黃金)奇異果,1
火龍果(白或紅都可以),1
芭樂(大),1
水梨(大),1
生菜:美生菜.蘿蔓.紫高麗菜,1
雞里肌肉條,1
紫甘藍（紫色高麗菜）,1
日式和風昆布醬油,1
可食用冰塊,1
葡萄乾（可加可不加）,1
竹筍絲,1
蒜末（拍完切碎即可）,1
香鬆（海苔、芝麻、鰹魚之類的,1
烤過的堅果捏碎,1
雞胸肉（全聯版）,1
大陸妹（全聯版）,1
香吉士汁,1
酪梨（1人份）,1
美國白甜桃,1
煎炒用的橄欖油 (or 奶油),1
意大利巴薩米克醋,1
橄欖油(涼拌用的),1
紅石榴籽,1
蘋果(或牛番茄),1
霜降牛肉,1
金寶日式奶油玉米湯,1
黑糊椒粉 鹽,1
哈羅米Haloumi,1
松子仁,1
麵包粒,1
羽衣甘藍 (Kale),1
香草植物,1
巧蔬調味粉,1
掰好的柚子肉,1
烤肉剩的叻排,1
泰國辣椒粉,1
酥脆肉紙,1
進口萵苣,1
水牛莫茲瑞拉乳酪,1
鹽、黑胡椒、巴西里、迷迭香,1
檸檬/萊姆,1
羅美菜,1
堅果或腰果,1
帕瑪森乾酪/起司粉,1
水煮蛋(可省略),1
酪梨切片(可省略),1
鮭魚肚(可省略),1
烏斯特黑醋/梅林辣醬油,1
拖鞋麵包,1
安佳無鹽奶油(室溫放軟),1
永新沙拉抹醬,1
消化餅乾,1
香菜或芹菜葉末,1
鹽巴、黑胡椒、糖,1
義大利麵(蝴蝶麵.螺旋麵),1
Q比美奶滋,1
Q比日式美奶滋,1
當季水果（蘋果，水梨，番茄等）,1
雞,1
烤雞肉片,1
原味核桃&杏仁,1
讚岐烏龍麵(冷凍),1
藜麥  蜜糖,1
芒果醋,1
鹽之花(或海鹽),1
綜合胡椒香料,1
迷迭香(家中沒有就省略),1
切碎蒜頭,1
